filepath,filesize,formatted_filesize,manuscript,high_resolution,filename
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__074.JPG,10316256,10.3 MB,netratantra,TRUE,DOC__074.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__075.JPG,10247388,10.2 MB,netratantra,TRUE,DOC__075.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__076.JPG,10092469,10.1 MB,netratantra,TRUE,DOC__076.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__077.JPG,10267475,10.3 MB,netratantra,TRUE,DOC__077.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__078.JPG,10383480,10.4 MB,netratantra,TRUE,DOC__078.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__079.JPG,10449161,10.4 MB,netratantra,TRUE,DOC__079.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__080.JPG,10517536,10.5 MB,netratantra,TRUE,DOC__080.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__081.JPG,10412364,10.4 MB,netratantra,TRUE,DOC__081.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__082.JPG,10587469,10.6 MB,netratantra,TRUE,DOC__082.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__083.JPG,10527062,10.5 MB,netratantra,TRUE,DOC__083.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__084.JPG,10390839,10.4 MB,netratantra,TRUE,DOC__084.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__085.JPG,10400649,10.4 MB,netratantra,TRUE,DOC__085.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__086.JPG,10624483,10.6 MB,netratantra,TRUE,DOC__086.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__087.JPG,10466856,10.5 MB,netratantra,TRUE,DOC__087.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/high_resolution/DOC__088.JPG,9852076,9.9 MB,netratantra,TRUE,DOC__088.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__000.JPG,536367,536.4 KB,netratantra,FALSE,DOC__000.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__001.JPG,524063,524.1 KB,netratantra,FALSE,DOC__001.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__002.JPG,516103,516.1 KB,netratantra,FALSE,DOC__002.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__003.JPG,531530,531.5 KB,netratantra,FALSE,DOC__003.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__004.JPG,530533,530.5 KB,netratantra,FALSE,DOC__004.JPG
https://shakta-manuscripts.s3.eu-west-2.amazonaws.com/netratantra/medium_resolution/DOC__005.JPG,516156,516.2 KB,netratantra,FALSE,DOC__005.JPG
